hour,day,T_station_supply_C,T_station_return_C,Q_station_cooling_kw,user1_flow_kg_s,user1_T_sup_C,user1_T_ret_C,user1_delta_T_C,user1_Q_sup_kw,user1_demand_kw,user1_Q_unmet_kw,user3_flow_kg_s,user3_T_sup_C,user3_T_ret_C,user3_delta_T_C,user3_Q_sup_kw,user3_demand_kw,user3_Q_unmet_kw,user4_flow_kg_s,user4_T_sup_C,user4_T_ret_C,user4_delta_T_C,user4_Q_sup_kw,user4_demand_kw,user4_Q_unmet_kw,user6_flow_kg_s,user6_T_sup_C,user6_T_ret_C,user6_delta_T_C,user6_Q_sup_kw,user6_demand_kw,user6_Q_unmet_kw,total_Q_sup_kw,total_demand_kw,total_Q_unmet_kw
17,0.7083333333333334,7.109259785287631,13.937943305941566,8180.436247925853,120.83295205512472,7.191053140091976,17.25617520126588,10.065122061173902,5091.006550316322,5869.76,778.7534496836779,26.56536330034181,7.169791229112187,7.202901006510379,0.03310977739819165,3.681893688865641,0.0,0.0,58.80256636711904,7.156221570788829,12.054733614699803,4.898512043910974,1205.7567030473983,1330.42,124.66329695260174,76.7680498634219,7.1685632100121,12.64522156923691,5.4766583592248095,1759.9299510766828,1853.58,93.65004892331717,8060.375098129269,9053.76,993.3849018707315
18,0.75,7.061835521543805,13.835864731548863,6783.075997642894,95.9385363309612,7.109514637011416,17.970419327165093,10.860904690153678,4361.725346465497,4302.35,0.0,23.210540743158067,7.082298277670834,7.107466887166423,0.025168609495588967,2.4453650733071672,0.0,0.0,51.164696983186865,7.073394586532366,11.38826470185486,4.314870115322494,924.1391259759806,1068.57,144.43087402401932,66.79389421672384,7.081269814733264,12.133290706200974,5.05202089146771,1412.5412077364917,1644.14,231.59879226350836,6700.851045251276,7015.06,314.20895474872395
19,0.7916666666666666,7.134934088344624,13.600483747755728,6328.196717584396,93.11820340430629,7.0800113061892365,18.22441117823705,11.144399872047815,4344.006824320489,4461.92,117.91317567951137,22.80978697297838,7.083019103448965,7.1068511992275285,0.023832095778563378,2.2755306464907203,0.0,0.0,50.2542251753997,7.09573933913584,10.610758097890523,3.5150187587546826,739.4340620137144,773.33,33.89593798628562,65.60443357816824,7.086862333155481,11.20605682504321,4.11919449188773,1131.2138461420006,1173.07,41.85615385799929,6216.930263122695,6408.32,191.38973687730504
20,0.8333333333333334,7.211543103077768,13.410578402703273,6069.487934191496,93.119606117015,7.1400692351288875,17.838503986842735,10.698434751713847,4170.235650200275,4187.79,17.55434979972506,22.81120495348009,7.166017638705137,7.189688177836471,0.023670539131334323,2.2602454325610197,0.0,0.0,50.25703552571081,7.182141508249022,10.262158046583892,3.0800165383348697,647.9614074566477,699.1,51.138592543352274,65.60811466485488,7.169976623432992,10.989672537624736,3.819695914191745,1049.0243569319882,1081.04,32.01564306801174,5869.481660021472,5967.93,98.44833997852857
21,0.875,7.260595305243678,13.176032809213895,5794.200196846008,93.11939813098108,7.2027705062851215,17.509198180066658,10.306427673781537,4017.4228390386193,4141.44,124.01716096138034,22.812034941199606,7.21602478102643,7.239846073305967,0.023821292279536443,2.2747232675407636,0.0,0.0,50.259040632536085,7.2259067505407275,10.130841476587722,2.904934726046995,611.1527869572585,590.08,0.0,65.61036646705513,7.217001233340571,10.599691847007602,3.382690613667031,929.0390433996154,1008.62,79.58095660038464,5559.8893926630335,5740.139999999999,180.2506073369659
22,0.9166666666666666,7.35195935430064,12.916586358784665,5453.528531340209,93.112877286352,7.265783435968149,16.73524417488879,9.469460738920642,3690.916487853878,3849.77,158.85351214612183,22.81398306387475,7.290159356448354,7.313801225013388,0.023641868565033697,2.257782681325758,0.0,0.0,50.2641454335132,7.3081965401578675,10.22172979345862,2.913533253300752,613.0240408826305,626.11,13.085959117369498,65.61661227092185,7.294042312627828,10.303381254978024,3.0093389423501966,826.5785548303036,840.6,14.021445169696449,5132.7768662481385,5316.4800000000005,183.70313375186197
23,0.9583333333333334,7.346452756082661,12.59224974333888,5144.063485977029,93.09615368084515,7.338995259480119,16.168250012182686,8.829254752702568,3440.7649856458797,3476.85,36.085014354120176,22.814555408090374,7.352925087024378,7.3768749581956055,0.0239498711712276,2.2872541047009767,0.0,0.0,50.266548330346275,7.3531210110079925,10.192071381107228,2.8389503700992353,597.3599318375955,593.38,0.0,65.61960588314237,7.351556185668857,10.167148957763933,2.8155927720950764,773.3973565032212,804.07,30.672643496778846,4813.809528091398,4874.3,60.49047190860256
24,1.0,7.2967274614485,12.294420525772528,4903.361736591409,93.08568127721078,7.341041753734402,16.112464477397996,8.771422723663594,3417.8432979710237,3384.15,0.0,22.81408772642403,7.328310228236666,7.352542732562735,0.024232504326068494,2.314198619295319,0.0,0.0,50.266321821326805,7.317373700158574,10.226418639414135,2.909044939255561,612.1061764116224,594.79,0.0,65.61798390891671,7.324072167367638,9.441894760422434,2.117822593054796,581.7169036149792,733.93,152.21309638502078,4613.980576616921,4712.87,98.88942338307879
25,1.0416666666666667,7.235288919908544,11.996433738898158,4673.974835744366,93.08178958031257,7.301224254092455,16.26995761346636,8.968733359373905,3494.580595189493,3450.24,0.0,22.813325597939322,7.282733355578586,7.307033713142825,0.02430035756423976,2.3206010633196366,0.0,0.0,50.26447917936585,7.268982587401273,9.913258642599025,2.6442760551977527,556.3744824060352,623.03,66.65551759396476,65.61446125307614,7.278715350168853,8.707829223257507,1.429113873088654,392.52346726250994,418.61,26.086532737490074,4445.799145921358,4491.879999999999,46.080854078641096
26,1.0833333333333333,7.209905028223919,11.80678932818625,4514.617931896514,93.0794455371092,7.245396379512577,16.11816117877374,8.872764799261162,3457.1003087743675,3541.68,84.57969122563236,22.813336090047994,7.225871429189077,7.250087955878591,0.02421652668951424,2.3125965649941027,0.0,0.0,50.26426517538553,7.2185797370237506,9.6189531361634,2.4003733991396494,505.0534791572867,482.35,0.0,65.61424842896594,7.223723182020109,8.562522960895285,1.3387997788751758,367.71641263056523,355.02,0.0,4332.182797127214,4379.049999999999,46.86720287278513
27,1.125,7.215641982686027,11.704425567881918,4409.635401036472,93.0702050479918,7.221880938202202,15.74198230096491,8.52010136276271,3319.3622934883306,3336.04,16.677706511669385,22.814038896426087,7.218768255021245,7.242802120614914,0.024033865593668935,2.2952237532160504,0.0,0.0,50.26659105214216,7.21893028265292,9.784925146527609,2.565994863874689,539.9262473475019,520.96,0.0,65.61694797093028,7.218962069047327,8.493682577885398,1.2747205088380706,350.13072531452025,369.12,18.989274685479756,4211.714489903568,4226.12,14.405510096431499
28,1.1666666666666667,7.157456197056653,11.599782360595674,4364.642582508751,93.06065985979892,7.2110117955314665,15.661640251387345,8.450628455855878,3291.9585585495074,3286.75,0.0,22.81351857854287,7.198812488757511,7.223071327282239,0.024258838524727544,2.3166557336992333,0.0,0.0,50.266232362531575,7.186862781515257,10.134102111408513,2.9472393298932564,620.1417386967247,552.34,0.0,65.61577180491008,7.194961097049514,8.319085841681032,1.1241247446315175,308.7606690626409,319.5,10.739330937359114,4223.177622042572,4158.59,0.0
29,1.2083333333333333,7.085790147892678,11.591739962891983,4426.474414486422,93.05330559331814,7.162336988747699,15.75685519193388,8.594518203186182,3347.746504308323,3288.3,0.0,22.812706855693378,7.139335798524418,7.163702535371487,0.024366736847069248,2.3268769466863466,0.0,0.0,50.26495980347348,7.123355446752378,10.437961391959604,3.3146059452072256,697.423325836418,682.19,0.0,65.61370504720944,7.134727425532395,8.237456336409714,1.1027289108773193,302.874386109332,286.08,0.0,4350.371093200759,4256.570000000001,0.0
30,1.25,6.9870408613522645,11.669383347081101,4597.7871677134735,93.04818350397144,7.090465437144379,16.01302425239296,8.92255881524858,3475.33394739863,3413.45,0.0,22.811394470502954,7.060076549565966,7.084562796507703,0.024486246941737733,2.3381549238452672,0.0,0.0,50.26221599741252,7.038629102970323,10.690327971084113,3.6516988681137894,768.3088098381637,706.52,0.0,65.61027516259469,7.054283640764786,8.42387592129015,1.3695922805253646,376.15114025110427,307.87,0.0,4622.132052411743,4427.839999999999,0.0
31,1.2916666666666667,6.734064443854697,11.900508580470461,5067.967701871044,93.03973613864193,6.982964718986023,17.217971623963955,10.235006904977933,3986.170162843137,3544.51,0.0,22.80730643942308,6.928789227589346,6.953824976331451,0.025035748742105568,2.390197600797708,0.0,0.0,50.252866099035664,6.8774346499688885,10.783562089302388,3.906127439333499,821.6870991448562,824.51,2.8229008551437573,65.59847631140177,6.915346415845165,8.684861056379983,1.769514640534818,485.90026526595074,433.56,0.0,5296.147724854742,4802.580000000001,0.0
32,1.3333333333333333,6.52213731339831,12.453707355238466,6075.661266833404,98.47994440479343,6.745540155166381,18.709970956224705,11.964430801058324,4932.181625795806,4547.25,0.0,23.564230889838097,6.655959343301743,6.682761773331816,0.026802430030072877,2.6437882273820206,0.0,0.0,51.96808086142694,6.6090241514707895,10.449955837986913,3.8409316865161234,835.5500816874115,812.77,0.0,67.83999042473498,6.644465358544128,9.464217668463418,2.8197523099192896,800.7481851853349,527.97,0.0,6571.123680895935,5887.990000000001,0.0
33,1.375,6.73042546863944,13.26748921742571,7209.935835520947,108.5864540808048,6.593648335287462,18.455810106121746,11.862161770834284,5391.861373414667,5342.16,0.0,24.953294362740692,6.596418245240917,6.624649182427589,0.028230937186672023,2.9488481517707212,0.0,0.0,55.123271595015005,6.629558151460282,10.539906805422952,3.9103486539626697,902.2973687586893,851.59,0.0,71.96211557047125,6.606161389746112,10.717144027553204,4.1109826378070915,1238.3653421906527,1070.93,0.0,7535.47293251578,7264.68,0.0
34,1.4166666666666667,6.968602979585733,13.654964032645857,8108.64966172681,122.58016007178983,6.778516890107864,17.880848358878808,11.102331468770945,5696.834430209881,5378.05,0.0,26.81249749937344,6.8410534447344835,6.873336814008108,0.03228336927362463,3.623392214654835,0.0,0.0,59.361321363470275,6.873910316210462,11.076317721945687,4.202407405735225,1044.2414709595505,945.38,0.0,77.49676392676224,6.841195844507563,11.301976356494261,4.460780511986698,1447.0836831597144,1398.23,0.0,8191.782976543801,7721.66,0.0
35,1.4583333333333333,7.05588167312919,13.774686688702399,8789.656171894923,134.80250284983757,6.984790606422458,17.75949392500008,10.774703318577622,6079.984896549277,5980.09,0.0,28.390253408202078,7.011458626435981,7.048341889675075,0.03688326323909408,4.3832660448347704,0.0,0.0,62.96690222071074,7.017979095406291,11.539174977309118,4.521195881902827,1191.694336082882,1133.02,0.0,82.20487702186325,7.004320871392783,11.359088989905295,4.354768118512513,1498.5175816054434,1479.5,0.0,8774.580080282438,8592.61,0.0
36,1.5,7.072000095144513,13.828527443431037,8669.969982688892,131.6208675575657,7.066612259145342,17.730837161077133,10.664224901931792,5875.614156901388,6154.67,279.05584309861206,27.982652421504447,7.070848527191459,7.107002962528207,0.03615443533674778,4.234963631635344,0.0,0.0,62.03455171956376,7.068804369587333,11.502378449306581,4.433574079719248,1151.2955913859041,1235.45,84.15440861409593,80.98789747002547,7.066136386004099,11.750912013895435,4.684775627891336,1588.2107967361942,1497.12,0.0,8619.355508655122,8887.24,267.88449134487746
37,1.5416666666666667,7.064980854523336,13.86112026891079,8193.57335928308,121.71894947460969,7.073831642705027,17.835013983028524,10.761182340323497,5482.989442855406,5577.12,94.1305571445937,26.702378308240636,7.068680005355831,7.101673436802953,0.03299343144712186,3.687878927155182,0.0,0.0,59.10911383354524,7.066393474514936,11.2840424225517,4.217648948036763,1043.5760445887247,1052.96,9.383955411275338,77.16823398900047,7.066895438859517,12.06096880014808,4.994073361288563,1613.2166776451995,1658.12,44.903322354800366,8143.470044016485,8288.2,144.72995598351554
38,1.5833333333333333,7.071200809567738,13.894917952014064,7963.553703654102,116.821904676512,7.070135088294072,17.931375748256322,10.861240659962249,5311.325816901764,5383.42,72.0941830982365,26.057437117679342,7.066664971926756,7.098037933321591,0.03137296139483503,3.4220506831510624,0.0,0.0,57.6376903668874,7.066600917139694,11.459250016110293,4.392649098970598,1059.820474277592,1021.9,0.0,75.2464482746044,7.065745413642819,11.956576848780259,4.890831435137439,1540.5220696118356,1552.35,11.827930388164305,7915.090411474343,7957.67,42.57958852565753
39,1.625,7.074290061679233,13.920147123100643,7801.456729802244,113.3466798847351,7.077956895303326,18.00637942493611,10.928422529632783,5185.199916726379,5222.18,36.98008327362095,25.594689561412903,7.076967573180308,7.107240965682299,0.030273392501990237,3.2434722156860003,0.0,0.0,56.5830933385452,7.075902294382198,11.52413652240344,4.448234228021242,1053.5946526312957,1086.8,33.205347368704224,73.8691742339825,7.0755897912574035,11.917180216632914,4.841590425375511,1497.0989841330863,1514.18,17.08101586691373,7739.137025706447,7823.160000000001,84.02297429355349
