T_station_supply_C_mean,T_station_supply_C_min,T_station_supply_C_max,T_station_return_C_mean,T_station_return_C_min,T_station_return_C_max
7.120356196799346,5.46686469844313,7.466900761375818,12.874740089432732,7.802617263342678,14.107876629617378
