user_id,avg_flow_kg_s,max_flow_kg_s,avg_T_sup_C,avg_T_ret_C,avg_delta_T_C,avg_Q_sup_kw,max_Q_sup_kw,avg_Q_unmet_kw,max_Q_unmet_kw
3,25.32688729799299,35.26529790857282,7.029805997270042,9.429825512425634,2.400019515155592,254.99953778459877,739.893085448972,12.868776789920547,339.16463761717864
4,54.092268953038285,75.32276412145671,7.0294258549144315,7.932060495574479,0.9026346406600473,211.03928786937928,928.0840017383481,10.542172853441603,209.80131388883365
6,70.61459768092251,98.34102886332228,7.029491097713512,8.312270059750055,1.2827789620365453,389.4317641384503,1319.7872513961663,17.954339378179125,213.99394085810957
