时间,总冷量
2025-07-28 07:00:00,7009.61
2025-07-25 22:00:00,7006.74
2025-08-02 03:00:00,7006.639999999999
2025-07-03 21:00:00,7005.7
2025-08-20 08:00:00,7005.68
2025-08-19 08:00:00,7005.54
2025-08-24 12:00:00,7005.38
2025-07-04 22:00:00,7004.26
2025-08-24 16:00:00,7002.8
2025-08-11 02:00:00,7002.47
2025-07-09 04:00:00,6999.93
2025-08-05 01:00:00,6998.16
2025-07-27 02:00:00,6997.67
2025-08-26 21:00:00,6997.05
2025-07-27 09:00:00,6996.41
2025-08-11 06:00:00,6994.87
2025-07-24 23:00:00,6993.24
2025-07-21 03:00:00,6992.360000000001
2025-07-19 03:00:00,6991.3
2025-07-10 00:00:00,6990.62
2025-07-10 21:00:00,6989.5
2025-07-09 02:00:00,6986.849999999999
2025-08-05 04:00:00,6986.73
2025-07-09 06:00:00,6986.55
2025-07-27 18:00:00,6986.32
2025-07-18 03:00:00,6986.29
2025-07-21 08:00:00,6980.65
2025-08-25 01:00:00,6980.08
2025-07-02 01:00:00,6979.32
2025-07-28 01:00:00,6977.87
2025-07-25 08:00:00,6976.92
2025-07-10 22:00:00,6976.43
2025-07-24 01:00:00,6975.89
2025-07-02 18:00:00,6973.63
2025-07-16 03:00:00,6969.9400000000005
2025-07-24 22:00:00,6969.42
2025-07-05 19:00:00,6969.35
2025-08-18 16:00:00,6966.42
2025-08-23 11:00:00,6965.0
2025-07-06 22:00:00,6963.49
2025-07-21 02:00:00,6963.46
2025-07-30 03:00:00,6962.26
2025-07-09 07:00:00,6961.79
2025-07-28 05:00:00,6960.599999999999
2025-08-25 22:00:00,6959.93
2025-07-27 23:00:00,6959.33
2025-07-18 18:00:00,6958.150000000001
2025-07-11 18:00:00,6957.98
2025-07-26 03:00:00,6957.63
2025-07-03 07:00:00,6956.08
2025-07-07 00:00:00,6955.93
2025-07-27 20:00:00,6954.6
2025-07-30 04:00:00,6952.38
2025-08-14 21:00:00,6952.089999999999
2025-08-24 11:00:00,6951.55
2025-07-06 03:00:00,6951.05
2025-07-20 02:00:00,6949.59
2025-07-26 00:00:00,6948.96
2025-07-18 04:00:00,6947.67
2025-07-12 10:00:00,6947.07
2025-08-02 06:00:00,6946.29
2025-07-25 23:00:00,6942.73
2025-07-06 04:00:00,6942.41
2025-07-29 01:00:00,6941.52
2025-07-29 04:00:00,6939.85
2025-07-27 08:00:00,6939.78
2025-07-19 07:00:00,6939.19
2025-07-24 02:00:00,6939.12
2025-07-19 09:00:00,6937.99
2025-07-16 04:00:00,6936.61
2025-07-03 05:00:00,6936.53
2025-08-11 01:00:00,6935.75
2025-07-10 20:00:00,6934.95
2025-07-21 18:00:00,6934.66
2025-07-22 01:00:00,6934.55
2025-07-21 04:00:00,6934.06
2025-07-28 03:00:00,6932.74
2025-07-30 00:00:00,6931.56
2025-07-03 22:00:00,6931.41
2025-07-16 07:00:00,6930.87
2025-07-25 20:00:00,6930.85
2025-07-02 02:00:00,6927.92
2025-08-09 19:00:00,6927.31
2025-08-02 05:00:00,6924.86
2025-07-29 02:00:00,6922.47
2025-07-18 19:00:00,6922.16
2025-08-25 00:00:00,6921.91
2025-08-09 17:00:00,6921.889999999999
2025-08-24 10:00:00,6920.39
2025-08-06 20:00:00,6919.82
2025-07-30 10:00:00,6918.5
2025-07-29 21:00:00,6918.13
2025-07-06 23:00:00,6917.63
2025-07-30 02:00:00,6915.55
2025-08-18 23:00:00,6914.62
2025-07-28 04:00:00,6910.08
2025-08-17 19:00:00,6909.96
2025-07-12 13:00:00,6909.7
2025-07-31 18:00:00,6909.14
2025-08-06 02:00:00,6909.13
2025-08-12 07:00:00,6907.68
2025-07-11 21:00:00,6907.37
2025-08-02 04:00:00,6906.51
2025-08-11 17:00:00,6905.7
2025-07-23 20:00:00,6904.78
2025-07-30 11:00:00,6902.98
2025-07-06 10:00:00,6900.87
2025-07-25 21:00:00,6900.51
2025-07-31 11:00:00,6900.43
2025-08-14 07:00:00,6898.79
2025-08-13 23:00:00,6898.24
2025-07-21 19:00:00,6898.2
2025-07-03 03:00:00,6898.19
2025-07-31 17:00:00,6897.53
2025-08-02 23:00:00,6896.95
2025-08-05 05:00:00,6896.66
2025-07-03 04:00:00,6896.05
2025-07-03 06:00:00,6895.57
2025-08-14 22:00:00,6894.96
2025-08-03 00:00:00,6893.21
2025-08-22 09:00:00,6893.07
2025-08-03 05:00:00,6891.700000000001
2025-07-25 05:00:00,6890.82
2025-08-19 00:00:00,6888.88
2025-08-16 14:00:00,6884.64
2025-08-11 23:00:00,6883.4400000000005
2025-08-05 07:00:00,6883.06
2025-08-21 22:00:00,6882.92
2025-07-13 10:00:00,6881.52
2025-07-13 11:00:00,6880.61
2025-07-24 03:00:00,6880.61
2025-07-11 22:00:00,6879.38
2025-07-12 12:00:00,6878.06
2025-07-14 20:00:00,6877.26
2025-08-17 10:00:00,6874.08
2025-08-17 20:00:00,6873.12
2025-07-05 10:00:00,6872.8
2025-08-13 05:00:00,6872.12
2025-07-11 00:00:00,6871.58
2025-07-25 03:00:00,6870.62
2025-08-07 18:00:00,6869.18
2025-07-30 01:00:00,6868.61
2025-07-20 07:00:00,6868.6
2025-08-03 03:00:00,6867.6
2025-07-27 19:00:00,6865.51
2025-08-23 00:00:00,6865.2
2025-08-16 10:00:00,6864.94
2025-07-28 06:00:00,6861.7699999999995
2025-08-07 17:00:00,6858.58
2025-07-12 11:00:00,6858.39
2025-08-27 08:00:00,6857.63
2025-08-28 00:00:00,6857.21
2025-08-27 02:00:00,6855.58
2025-08-14 08:00:00,6855.22
2025-07-22 04:00:00,6854.93
2025-07-11 20:00:00,6853.47
2025-07-22 00:00:00,6853.04
2025-07-07 01:00:00,6852.87
2025-07-31 16:00:00,6851.88
2025-08-13 04:00:00,6851.65
2025-07-13 12:00:00,6851.54
2025-07-19 10:00:00,6851.45
2025-08-24 13:00:00,6851.4
2025-07-31 12:00:00,6850.7
2025-07-05 00:00:00,6850.53
2025-07-24 05:00:00,6849.49
2025-07-29 03:00:00,6848.29
2025-07-09 23:00:00,6847.58
2025-08-03 06:00:00,6846.83
2025-07-05 18:00:00,6846.66
2025-07-10 02:00:00,6846.57
2025-07-25 04:00:00,6843.08
2025-08-03 04:00:00,6841.8099999999995
2025-07-12 16:00:00,6841.04
2025-07-29 23:00:00,6840.46
2025-08-19 22:00:00,6839.43
2025-08-07 08:00:00,6837.24
2025-08-12 01:00:00,6833.49
2025-08-13 03:00:00,6832.610000000001
2025-08-24 14:00:00,6832.16
2025-08-16 17:00:00,6827.2
2025-07-16 05:00:00,6825.7
2025-07-22 07:00:00,6822.7300000000005
2025-08-27 21:00:00,6822.07
2025-08-15 21:00:00,6820.7
2025-07-22 23:00:00,6818.88
2025-07-29 22:00:00,6817.69
2025-08-23 10:00:00,6817.37
2025-07-29 05:00:00,6816.860000000001
2025-07-27 07:00:00,6816.32
2025-08-25 16:00:00,6815.32
2025-08-25 02:00:00,6814.34
2025-08-06 21:00:00,6813.97
2025-07-24 06:00:00,6813.68
2025-08-06 07:00:00,6811.71
2025-08-14 23:00:00,6810.84
2025-08-21 08:00:00,6809.61
2025-07-27 04:00:00,6809.0199999999995
2025-07-19 23:00:00,6807.63
2025-08-25 07:00:00,6804.04
2025-07-10 01:00:00,6802.36
2025-07-02 03:00:00,6801.7
2025-07-27 06:00:00,6800.21
2025-07-21 20:00:00,6800.150000000001
2025-08-27 22:00:00,6799.030000000001
2025-08-09 22:00:00,6795.37
2025-07-23 06:00:00,6794.88
2025-07-10 03:00:00,6792.81
2025-08-10 19:00:00,6792.36
2025-08-23 13:00:00,6791.96
2025-07-07 08:00:00,6791.45
2025-08-11 05:00:00,6791.36
2025-08-08 07:00:00,6790.7
2025-07-12 17:00:00,6790.55
2025-07-22 02:00:00,6790.55
2025-08-14 06:00:00,6790.07
2025-08-06 03:00:00,6788.14
2025-08-05 06:00:00,6787.45
2025-07-16 06:00:00,6787.4
2025-07-27 05:00:00,6785.94
2025-08-25 21:00:00,6785.4
2025-08-26 08:00:00,6785.0
2025-08-11 04:00:00,6784.63
2025-07-20 04:00:00,6783.44
2025-07-23 00:00:00,6783.19
2025-08-12 05:00:00,6782.21
2025-07-30 12:00:00,6781.24
2025-07-19 05:00:00,6781.16
2025-08-10 10:00:00,6777.01
2025-08-24 09:00:00,6776.88
2025-07-20 05:00:00,6775.17
2025-08-19 02:00:00,6774.66
2025-08-23 09:00:00,6772.0599999999995
2025-08-09 09:00:00,6770.76
2025-07-21 22:00:00,6770.07
2025-08-10 00:00:00,6768.53
2025-07-23 03:00:00,6768.22
2025-07-10 07:00:00,6765.15
2025-07-21 21:00:00,6764.08
2025-07-24 04:00:00,6761.99
2025-07-14 01:00:00,6761.53
2025-07-21 23:00:00,6761.25
2025-08-12 03:00:00,6761.13
2025-07-22 06:00:00,6760.58
2025-08-06 04:00:00,6759.06
2025-08-12 00:00:00,6759.02
2025-08-23 19:00:00,6758.87
2025-07-23 04:00:00,6758.75
2025-07-20 03:00:00,6757.35
2025-08-12 02:00:00,6756.07
2025-08-25 15:00:00,6755.71
2025-08-23 14:00:00,6755.6
2025-08-03 02:00:00,6755.0199999999995
2025-07-11 01:00:00,6754.93
2025-08-06 06:00:00,6752.91
2025-07-30 13:00:00,6751.71
2025-08-19 23:00:00,6749.02
2025-07-21 07:00:00,6748.83
2025-08-25 04:00:00,6748.3099999999995
2025-07-30 09:00:00,6748.03
2025-07-20 06:00:00,6746.22
2025-07-19 06:00:00,6745.91
2025-07-23 02:00:00,6743.63
2025-07-19 21:00:00,6742.48
2025-08-07 20:00:00,6741.37
2025-07-23 01:00:00,6739.360000000001
2025-08-27 23:00:00,6738.89
2025-08-12 06:00:00,6736.83
2025-07-13 14:00:00,6736.610000000001
2025-08-12 04:00:00,6735.04
2025-08-19 01:00:00,6732.1
2025-08-03 01:00:00,6730.77
2025-08-10 22:00:00,6730.599999999999
2025-08-07 19:00:00,6727.92
2025-07-02 04:00:00,6724.6
2025-07-06 05:00:00,6724.3099999999995
2025-08-10 20:00:00,6723.96
2025-08-09 21:00:00,6722.0
2025-08-13 02:00:00,6721.91
2025-07-29 07:00:00,6720.88
2025-07-05 01:00:00,6720.75
2025-07-12 01:00:00,6717.12
2025-08-08 20:00:00,6716.99
2025-07-07 02:00:00,6715.7
2025-08-20 00:00:00,6708.25
2025-07-13 00:00:00,6705.71
2025-08-24 15:00:00,6701.54
2025-07-11 23:00:00,6701.24
2025-07-19 22:00:00,6700.27
2025-07-11 08:00:00,6698.0
2025-07-22 05:00:00,6696.35
2025-07-12 00:00:00,6695.54
2025-07-23 05:00:00,6691.76
2025-08-25 05:00:00,6691.29
2025-08-27 01:00:00,6690.87
2025-08-25 23:00:00,6690.84
2025-08-10 02:00:00,6690.66
2025-07-12 09:00:00,6689.71
2025-07-21 05:00:00,6689.01
2025-07-30 08:00:00,6687.85
2025-07-15 09:00:00,6684.96
2025-08-19 07:00:00,6683.599999999999
2025-08-10 03:00:00,6683.3
2025-07-22 03:00:00,6683.19
2025-08-16 00:00:00,6681.63
2025-07-11 02:00:00,6680.58
2025-08-14 01:00:00,6680.4
2025-07-25 07:00:00,6680.22
2025-07-02 07:00:00,6674.78
2025-08-14 00:00:00,6674.52
2025-07-25 06:00:00,6673.0599999999995
2025-08-19 03:00:00,6671.66
2025-08-23 01:00:00,6671.58
2025-07-13 08:00:00,6670.13
2025-08-08 21:00:00,6666.36
2025-08-10 21:00:00,6664.76
2025-07-31 10:00:00,6664.07
2025-07-19 20:00:00,6663.7
2025-08-16 16:00:00,6663.54
2025-08-14 02:00:00,6661.2300000000005
2025-08-16 13:00:00,6659.14
2025-08-10 18:00:00,6658.42
2025-08-06 23:00:00,6654.35
2025-08-09 20:00:00,6654.0
2025-07-23 21:00:00,6653.26
2025-08-28 01:00:00,6652.75
2025-07-10 05:00:00,6652.54
2025-08-25 03:00:00,6652.3099999999995
2025-08-25 06:00:00,6650.11
2025-08-06 05:00:00,6647.52
2025-08-13 01:00:00,6647.0
2025-08-25 20:00:00,6646.87
2025-08-27 03:00:00,6646.38
2025-08-15 00:00:00,6645.01
2025-07-30 06:00:00,6644.57
2025-07-12 19:00:00,6643.84
2025-07-12 07:00:00,6643.81
2025-07-10 23:00:00,6643.719999999999
2025-08-20 01:00:00,6641.32
2025-07-10 04:00:00,6640.96
2025-07-31 19:00:00,6640.06
2025-08-23 12:00:00,6639.4800000000005
2025-08-11 03:00:00,6639.370000000001
2025-08-21 02:00:00,6638.99
2025-08-28 08:00:00,6638.089999999999
2025-08-09 01:00:00,6636.8
2025-07-11 03:00:00,6634.99
2025-08-10 04:00:00,6633.889999999999
2025-07-07 03:00:00,6632.820000000001
2025-07-31 13:00:00,6631.98
2025-08-09 23:00:00,6629.99
2025-08-10 23:00:00,6626.38
2025-07-06 08:00:00,6625.61
2025-08-17 16:00:00,6625.51
2025-07-07 07:00:00,6624.24
2025-08-09 18:00:00,6623.66
2025-07-13 09:00:00,6622.18
2025-08-06 22:00:00,6620.66
2025-08-11 20:00:00,6620.2
2025-08-10 07:00:00,6616.17
2025-07-19 18:00:00,6615.57
2025-08-16 12:00:00,6615.21
2025-08-22 00:00:00,6614.6900000000005
2025-07-14 02:00:00,6613.73
2025-07-06 07:00:00,6610.9
2025-08-08 22:00:00,6610.81
2025-08-10 01:00:00,6610.24
2025-08-27 04:00:00,6609.35
2025-08-15 22:00:00,6609.04
2025-08-14 03:00:00,6606.79
2025-08-24 08:00:00,6605.719999999999
2025-07-13 13:00:00,6604.96
2025-07-30 15:00:00,6604.42
2025-07-06 09:00:00,6603.82
2025-08-17 22:00:00,6603.08
2025-07-13 15:00:00,6602.82
2025-08-01 00:00:00,6602.66
2025-07-02 05:00:00,6600.2699999999995
2025-07-14 03:00:00,6599.66
2025-07-14 07:00:00,6598.299999999999
2025-08-17 14:00:00,6596.66
2025-08-14 04:00:00,6596.13
2025-08-25 17:00:00,6595.09
2025-07-13 17:00:00,6589.97
2025-07-12 03:00:00,6589.69
2025-07-13 01:00:00,6588.23
2025-07-31 20:00:00,6586.04
2025-07-05 02:00:00,6583.62
2025-08-21 23:00:00,6581.43
2025-07-14 00:00:00,6581.02
2025-08-09 00:00:00,6579.23
2025-08-07 22:00:00,6578.58
2025-07-13 07:00:00,6577.34
2025-08-07 00:00:00,6577.12
2025-07-21 06:00:00,6576.92
2025-07-13 03:00:00,6571.72
2025-07-13 02:00:00,6571.16
2025-07-13 16:00:00,6571.15
2025-07-12 23:00:00,6564.55
2025-07-12 08:00:00,6564.53
2025-07-05 03:00:00,6560.08
2025-07-05 09:00:00,6560.07
2025-07-14 08:00:00,6558.9
2025-08-17 23:00:00,6558.55
2025-08-16 22:00:00,6555.32
2025-08-13 06:00:00,6549.820000000001
2025-08-18 00:00:00,6548.36
2025-07-10 06:00:00,6547.2
2025-08-09 08:00:00,6546.45
2025-07-12 02:00:00,6545.97
2025-08-21 01:00:00,6545.24
2025-08-14 05:00:00,6543.66
2025-08-19 04:00:00,6541.38
2025-08-27 05:00:00,6541.14
2025-08-15 01:00:00,6539.56
2025-08-21 07:00:00,6538.99
2025-08-21 05:00:00,6538.969999999999
2025-08-16 08:00:00,6537.83
2025-08-10 08:00:00,6536.58
2025-08-21 04:00:00,6536.150000000001
2025-08-08 19:00:00,6535.86
2025-07-02 08:00:00,6533.18
2025-08-20 03:00:00,6531.25
2025-07-02 06:00:00,6530.74
2025-08-08 18:00:00,6530.34
2025-07-11 06:00:00,6529.23
2025-08-20 02:00:00,6527.9400000000005
2025-07-12 20:00:00,6524.63
2025-08-27 06:00:00,6524.51
2025-08-26 07:00:00,6523.49
2025-07-04 08:00:00,6521.37
2025-07-12 22:00:00,6521.26
2025-07-13 06:00:00,6520.1
2025-07-29 06:00:00,6518.889999999999
2025-07-12 04:00:00,6518.4800000000005
2025-08-08 05:00:00,6518.34
2025-07-05 04:00:00,6509.83
2025-08-17 01:00:00,6509.45
2025-07-30 14:00:00,6508.27
2025-08-15 23:00:00,6507.03
2025-08-01 08:00:00,6506.98
2025-08-26 01:00:00,6504.26
2025-08-27 07:00:00,6503.62
2025-08-08 00:00:00,6501.200000000001
2025-08-13 07:00:00,6499.21
2025-07-06 06:00:00,6498.929999999999
2025-07-11 07:00:00,6496.99
2025-08-21 03:00:00,6496.57
2025-07-30 07:00:00,6495.429999999999
2025-08-16 09:00:00,6489.64
2025-08-23 16:00:00,6486.16
2025-07-13 05:00:00,6484.69
2025-08-23 02:00:00,6484.53
2025-08-17 13:00:00,6483.889999999999
2025-08-21 00:00:00,6482.87
2025-07-07 05:00:00,6482.84
2025-08-19 05:00:00,6478.81
2025-08-07 05:00:00,6478.01
2025-07-30 16:00:00,6473.89
2025-08-20 06:00:00,6473.21
2025-07-12 21:00:00,6473.03
2025-08-28 02:00:00,6470.0
2025-08-15 08:00:00,6469.36
2025-08-19 06:00:00,6462.06
2025-07-14 04:00:00,6461.63
2025-08-07 23:00:00,6458.97
2025-07-31 22:00:00,6458.56
2025-08-10 05:00:00,6457.75
2025-08-09 02:00:00,6456.07
2025-08-11 19:00:00,6455.3
2025-08-20 05:00:00,6453.53
2025-08-17 21:00:00,6452.14
2025-08-21 06:00:00,6452.13
2025-07-07 04:00:00,6449.33
2025-07-13 18:00:00,6447.38
2025-08-07 21:00:00,6445.07
2025-07-12 18:00:00,6442.85
2025-07-12 06:00:00,6442.06
2025-08-23 08:00:00,6440.58
2025-07-05 08:00:00,6438.54
2025-08-20 04:00:00,6435.3
2025-07-04 17:00:00,6434.66
2025-08-09 04:00:00,6431.72
2025-08-23 15:00:00,6431.07
2025-08-09 05:00:00,6427.88
2025-07-04 01:00:00,6425.7699999999995
2025-08-07 07:00:00,6421.36
2025-07-13 04:00:00,6420.79
2025-07-11 04:00:00,6417.07
2025-08-09 03:00:00,6416.3
2025-08-25 19:00:00,6411.75
2025-08-17 15:00:00,6409.56
2025-08-15 02:00:00,6408.53
2025-08-24 02:00:00,6406.48
2025-07-07 06:00:00,6405.9800000000005
2025-08-23 03:00:00,6404.46
2025-08-26 04:00:00,6398.21
2025-08-08 02:00:00,6395.04
2025-07-03 23:00:00,6394.16
2025-08-23 04:00:00,6391.79
2025-08-07 01:00:00,6390.3099999999995
2025-08-23 17:00:00,6389.75
2025-07-31 23:00:00,6387.48
2025-07-12 05:00:00,6382.29
2025-08-13 08:00:00,6380.74
2025-07-13 23:00:00,6378.5
2025-07-04 18:00:00,6375.849999999999
2025-08-07 06:00:00,6374.47
2025-08-08 23:00:00,6369.24
2025-08-07 04:00:00,6366.98
2025-07-05 07:00:00,6363.51
2025-08-09 07:00:00,6357.59
2025-08-26 05:00:00,6356.88
2025-07-04 00:00:00,6352.41
2025-07-13 19:00:00,6352.13
2025-08-01 07:00:00,6351.92
2025-08-28 03:00:00,6350.7300000000005
2025-08-08 04:00:00,6350.17
2025-08-16 01:00:00,6348.53
2025-08-15 07:00:00,6342.89
2025-07-13 21:00:00,6342.67
2025-08-08 01:00:00,6335.599999999999
2025-07-11 05:00:00,6330.91
2025-08-15 04:00:00,6324.44
2025-08-08 03:00:00,6324.1
2025-08-23 05:00:00,6323.7300000000005
2025-07-04 02:00:00,6319.93
2025-07-14 06:00:00,6318.68
2025-08-26 06:00:00,6316.33
2025-08-28 04:00:00,6314.76
2025-07-14 05:00:00,6311.0
2025-08-17 12:00:00,6309.7300000000005
2025-08-17 09:00:00,6307.14
2025-08-23 07:00:00,6307.070000000001
2025-07-19 19:00:00,6305.26
2025-07-31 21:00:00,6305.09
2025-08-16 21:00:00,6301.37
2025-08-15 03:00:00,6295.91
2025-08-16 02:00:00,6287.83
2025-07-05 06:00:00,6285.49
2025-08-24 03:00:00,6279.15
2025-07-13 22:00:00,6270.91
2025-07-14 22:00:00,6270.46
2025-08-01 01:00:00,6266.24
2025-07-14 21:00:00,6264.39
2025-08-10 06:00:00,6261.849999999999
2025-08-22 01:00:00,6254.91
2025-08-26 03:00:00,6254.82
2025-08-07 03:00:00,6252.1900000000005
2025-08-01 04:00:00,6251.45
2025-07-05 05:00:00,6251.12
2025-08-17 00:00:00,6250.94
2025-08-28 07:00:00,6247.5
2025-08-26 02:00:00,6246.95
2025-08-01 03:00:00,6244.49
2025-08-07 02:00:00,6241.99
2025-08-17 11:00:00,6240.6
2025-08-09 06:00:00,6240.38
2025-07-04 05:00:00,6239.47
2025-08-16 11:00:00,6231.65
2025-08-28 05:00:00,6229.72
2025-08-08 06:00:00,6228.58
2025-07-30 21:00:00,6218.7
2025-08-23 06:00:00,6217.37
2025-08-22 02:00:00,6217.17
2025-07-31 08:00:00,6206.41
2025-08-24 04:00:00,6204.31
2025-08-22 08:00:00,6201.65
2025-07-13 20:00:00,6201.21
2025-08-01 05:00:00,6189.61
2025-07-04 07:00:00,6181.59
2025-08-22 07:00:00,6173.88
2025-07-30 20:00:00,6171.5599999999995
2025-08-18 08:00:00,6164.05
2025-08-15 06:00:00,6159.62
2025-07-04 03:00:00,6158.27
2025-08-18 01:00:00,6156.5
2025-08-24 07:00:00,6155.34
2025-07-30 22:00:00,6145.45
2025-08-23 18:00:00,6141.62
2025-08-01 06:00:00,6133.56
2025-08-16 03:00:00,6128.12
2025-08-22 03:00:00,6125.92
2025-08-17 02:00:00,6125.31
2025-07-04 04:00:00,6121.32
2025-08-16 23:00:00,6113.389999999999
2025-08-01 02:00:00,6113.28
2025-07-04 06:00:00,6109.56
2025-08-28 06:00:00,6093.91
2025-07-31 09:00:00,6092.31
2025-08-24 05:00:00,6074.7699999999995
2025-08-15 05:00:00,6074.120000000001
2025-08-17 08:00:00,6046.41
2025-07-30 23:00:00,6041.4400000000005
2025-07-30 17:00:00,6034.96
2025-08-17 03:00:00,6032.87
2025-07-31 01:00:00,6015.78
2025-08-16 04:00:00,6005.21
2025-07-31 00:00:00,6001.42
2025-08-16 07:00:00,5999.03
2025-08-22 05:00:00,5988.25
2025-08-24 06:00:00,5986.17
2025-08-22 04:00:00,5976.61
2025-08-17 04:00:00,5972.96
2025-08-16 06:00:00,5971.05
2025-08-18 02:00:00,5954.38
2025-07-31 02:00:00,5952.21
2025-07-04 19:00:00,5950.43
2025-08-22 06:00:00,5949.01
2025-07-31 07:00:00,5938.03
2025-07-15 00:00:00,5930.46
2025-08-18 07:00:00,5922.280000000001
2025-07-14 23:00:00,5920.99
2025-07-15 08:00:00,5919.12
2025-07-31 06:00:00,5906.0
2025-08-16 05:00:00,5898.64
2025-08-17 06:00:00,5892.16
2025-08-11 18:00:00,5890.14
2025-07-30 19:00:00,5885.27
2025-07-30 18:00:00,5860.37
2025-08-17 05:00:00,5857.42
2025-07-31 05:00:00,5825.6
2025-08-18 06:00:00,5816.9400000000005
2025-08-18 03:00:00,5815.38
2025-07-31 03:00:00,5793.89
2025-07-31 04:00:00,5780.92
2025-08-17 07:00:00,5775.5599999999995
2025-08-18 04:00:00,5662.53
2025-08-18 05:00:00,5625.63
2025-07-15 07:00:00,5598.33
2025-07-15 05:00:00,5566.55
2025-07-15 01:00:00,5559.0
2025-07-15 02:00:00,5501.71
2025-07-15 03:00:00,5443.99
2025-07-15 06:00:00,5442.57
2025-07-15 04:00:00,5427.43
