time_sec,total_load,user1_load,user3_load,user4_load,user6_load
1825200,4196.320000000001,3208.53,0.0,612.84,374.95
1828800,4036.07,3134.77,0.0,562.23,339.07
1832400,4178.06,3248.68,0.0,599.24,330.14
1836000,4545.12,3197.17,0.0,1047.09,300.86
1839600,4319.96,3138.11,0.0,750.38,431.47
1843200,6814.580000000001,4745.68,0.0,1414.55,654.35
1846800,11149.07,7477.28,312.83,1994.27,1364.69
1850400,11596.789999999999,7392.6,252.4,2150.4,1801.39
1854000,10988.380000000001,6864.77,233.52,1998.7,1891.39
1857600,11425.27,7583.98,194.1,1919.0,1728.19
1861200,11751.67,7416.01,234.38,2128.2,1973.08
1864800,11645.920000000002,7301.88,214.09,2171.84,1958.11
1868400,11420.32,7329.41,175.53,1944.86,1970.52
1872000,11483.37,7355.17,208.04,1936.66,1983.5
1875600,10416.34,6608.69,37.61,1807.76,1962.28
1879200,7913.91,5059.69,0.0,1136.31,1717.91
1882800,6865.38,4656.17,0.0,887.67,1321.54
1886400,6772.22,4407.66,0.0,915.02,1449.54
1890000,5934.540000000001,4011.81,0.0,765.96,1156.77
1893600,5690.26,3952.09,0.0,769.79,968.38
1897200,5534.42,3989.54,0.0,665.3,879.58
1900800,4962.77,3690.25,0.0,566.92,705.6
1904400,4666.14,3461.58,0.0,648.18,556.38
1908000,4489.99,3513.96,0.0,542.11,433.92
1911600,4513.12,3572.04,0.0,594.96,346.12
1915200,4489.25,3539.94,0.0,635.64,313.67
1918800,4575.33,3555.44,0.0,696.88,323.01
1922400,4487.79,3466.09,0.0,747.08,274.62
1926000,4986.599999999999,3807.11,0.0,763.17,416.32
1929600,5502.2300000000005,4009.63,0.0,1012.34,480.26
1933200,6706.93,4318.31,133.34,1232.13,1023.15
1936800,7334.759999999999,4549.82,72.74,1468.04,1244.16
1940400,7762.16,4685.01,151.71,1416.78,1508.66
1944000,7546.81,4535.4,167.39,1332.65,1511.37
1947600,7846.25,4720.36,199.01,1330.86,1596.02
1951200,7783.289999999999,4675.91,177.74,1400.04,1529.6
1954800,7739.950000000001,4469.1,162.78,1394.15,1713.92
1958400,7314.820000000001,4179.5,179.14,1345.26,1610.92
1962000,7185.98,4357.23,171.37,1061.13,1596.25
1965600,6673.3099999999995,4333.28,0.0,901.43,1438.6
1969200,5938.01,4132.1,0.0,654.07,1151.84
1972800,6052.34,4209.22,0.0,736.04,1107.08
1976400,5790.43,3939.13,0.0,620.72,1230.58
1980000,5507.07,3888.51,0.0,677.73,940.83
1983600,5530.63,4020.13,0.0,681.66,828.84
1987200,5374.849999999999,3905.54,0.0,698.07,771.24
1990800,5022.27,3819.96,0.0,618.25,584.06
1994400,4528.58,3508.94,0.0,556.73,462.91
1998000,4487.93,3563.55,0.0,551.09,373.29
2001600,4504.75,3579.92,0.0,531.22,393.61
2005200,4434.28,3548.24,0.0,536.12,349.92
2008800,4712.03,3392.93,0.0,918.48,400.62
2012400,5455.1900000000005,4247.76,0.0,812.33,395.1
2016000,5933.93,4568.39,0.0,886.76,478.78
2019600,6500.1900000000005,4610.44,233.05,905.14,751.56
2023200,7198.650000000001,4857.52,172.7,1175.09,993.34
2026800,7016.71,4763.32,142.18,943.46,1167.75
2030400,6704.349999999999,4399.82,129.81,1005.44,1169.28
2034000,7019.640000000001,4702.14,120.38,1023.02,1174.1
2037600,6830.6900000000005,4496.08,100.29,994.13,1240.19
2041200,6846.96,4447.92,88.83,979.24,1330.97
2044800,7007.5,4463.85,143.61,1060.02,1340.02
2048400,6736.5599999999995,4305.51,130.4,952.84,1347.81
2052000,6075.27,3896.45,145.54,782.84,1250.44
2055600,5754.24,3866.54,123.88,618.23,1145.59
2059200,5419.599999999999,3491.02,136.06,695.49,1097.03
2062800,4407.77,2837.97,0.0,554.95,1014.85
2066400,4490.99,3014.09,0.0,592.59,884.31
2070000,4368.799999999999,3000.35,0.0,584.55,783.9
2073600,4139.32,2832.19,0.0,531.18,775.95
2077200,4033.13,2937.24,0.0,558.59,537.3
2080800,3901.8,2908.0,0.0,514.23,479.57
2084400,3917.66,2864.77,0.0,632.69,420.2
2088000,3663.42,2720.57,0.0,567.77,375.08
2091600,3687.4,2734.0,0.0,615.52,337.88
2095200,3998.1699999999996,2669.37,0.0,943.85,384.95
2098800,4570.59,3147.54,0.0,813.47,609.58
2102400,8884.119999999999,6387.34,248.79,1558.09,689.9
2106000,11921.400000000001,7762.24,281.09,2122.03,1756.04
2109600,12296.81,7971.42,225.91,2286.81,1812.67
2113200,12774.14,8226.38,252.08,2314.85,1980.83
2116800,12905.989999999998,8121.08,232.31,2362.31,2190.29
2120400,12508.199999999999,7779.93,221.62,2186.66,2319.99
2124000,12808.490000000002,8225.95,211.6,2112.58,2258.36
2127600,11459.570000000002,7117.39,178.7,2016.79,2146.69
2131200,11870.11,7657.53,180.04,1873.04,2159.5
2134800,10190.15,6273.17,169.91,1685.21,2061.86
2138400,8426.6,4958.13,166.88,1304.24,1997.35
2142000,7136.72,4854.67,0.0,941.88,1340.17
2145600,5919.89,3936.84,0.0,711.46,1271.59
2149200,5685.039999999999,3704.2,0.0,728.03,1252.81
2152800,4641.19,2835.7,0.0,654.69,1150.8
2156400,4292.52,2742.09,0.0,641.19,909.24
2160000,4222.1,2757.41,0.0,603.09,861.6
2163600,3767.58,2611.36,0.0,689.19,467.03
2167200,3561.9399999999996,2539.62,0.0,555.37,466.95
2170800,3778.45,2691.68,0.0,673.78,412.99
2174400,3378.3,2431.37,0.0,556.96,389.97
2178000,3479.86,2430.3,0.0,640.02,409.54
2181600,3879.89,2542.24,0.0,923.94,413.71
2185200,4475.57,3061.46,36.17,846.75,531.19
2188800,7902.46,5455.3,0.0,1573.62,873.54
2192400,11711.7,7953.05,42.99,2158.79,1556.87
2196000,12113.310000000001,7908.73,257.6,2193.02,1753.96
2199600,12337.089999999998,7787.17,205.12,2446.58,1898.22
2203200,12843.89,8360.09,212.27,2294.87,1976.66
2206800,13296.060000000001,8571.12,223.95,2332.11,2168.88
2210400,13166.240000000002,8567.18,206.34,2347.34,2045.38
2214000,13470.789999999999,8725.75,180.42,2349.48,2215.14
2217600,13052.899999999998,8564.07,180.21,2168.83,2139.79
2221200,10938.44,6857.92,164.6,1883.45,2032.47
2224800,9271.47,5791.75,0.0,1463.29,2016.43
2228400,8028.9400000000005,5341.01,0.0,1222.12,1465.81
2232000,6620.25,4421.99,0.0,912.63,1285.63
2235600,6120.099999999999,4175.9,0.0,793.78,1150.42
2239200,4834.58,3126.35,0.0,671.97,1036.26
2242800,4666.8,2995.67,0.0,716.81,954.32
2246400,4377.799999999999,2839.75,0.0,693.24,844.81
2250000,3955.0299999999997,2809.96,0.0,627.52,517.55
2253600,4029.42,2853.82,0.0,728.09,447.51
2257200,3753.4,2724.73,0.0,647.81,380.86
2260800,3751.8399999999997,2737.93,0.0,643.68,370.23
2264400,3862.25,2769.58,0.0,723.13,369.54
2268000,3940.75,2742.76,0.0,808.68,389.31
2271600,4106.01,2837.59,0.0,798.72,469.7
2275200,8083.58,5425.29,0.0,1893.25,765.04
2278800,11574.609999999999,7662.73,0.0,2165.87,1746.01
2282400,11884.130000000001,7806.38,0.0,2234.23,1843.52
2286000,11772.41,7461.52,37.22,2404.18,1869.49
2289600,11918.16,7396.31,0.0,2380.23,2141.62
2293200,11592.929999999998,7093.23,237.57,2119.87,2142.26
2296800,11132.36,7175.49,0.0,2001.92,1954.95
2300400,11450.640000000001,7486.41,0.0,1968.04,1996.19
2304000,11527.550000000001,7548.24,0.0,1971.12,2008.19
2307600,10447.529999999999,6540.63,0.0,1840.94,2065.96
2311200,8074.4400000000005,4796.52,0.0,1360.67,1917.25
2314800,7631.59,5160.61,0.0,1094.34,1376.64
2318400,6639.47,4277.18,0.0,974.76,1387.53
2322000,6223.6900000000005,4086.19,0.0,754.1,1383.4
2325600,4742.46,2827.77,0.0,761.8,1152.89
2329200,4516.99,2883.42,0.0,606.41,1027.16
2332800,4257.51,2801.73,0.0,626.96,828.82
2336400,3916.49,2770.85,0.0,573.38,572.26
2340000,3819.49,2701.17,0.0,570.54,547.78
2343600,3791.49,2711.33,0.0,606.27,473.89
2347200,3660.0299999999997,2653.89,0.0,576.51,429.63
2350800,3609.9500000000003,2593.13,0.0,578.96,437.86
2354400,3917.9199999999996,2540.73,0.0,937.8,439.39
2358000,3937.31,2587.16,0.0,769.98,580.17
2361600,6615.58,4334.7,0.0,1441.8,839.08
2365200,10669.789999999999,7222.59,71.36,1899.69,1476.15
2368800,11023.830000000002,7312.37,76.64,1900.78,1734.04
2372400,11410.11,7104.9,66.64,2179.2,2059.37
2376000,10941.970000000001,6845.38,35.69,1969.27,2091.63
2379600,11375.36,7397.34,0.0,1925.27,2052.75
2383200,11520.52,7337.33,277.22,1897.26,2008.71
2386800,11660.29,7323.18,235.38,1961.81,2139.92
2390400,11747.13,7396.7,226.77,1995.26,2128.4
2394000,10889.54,6950.44,196.33,1614.73,2128.04
2397600,7886.789999999999,4793.82,0.0,1247.95,1845.02
2401200,7192.44,4765.79,0.0,1015.36,1411.29
2404800,5956.32,3887.96,0.0,824.52,1243.84
2408400,5938.41,4027.12,0.0,738.75,1172.54
2412000,4874.85,3114.75,0.0,693.42,1066.68
2415600,3904.54,2444.48,0.0,544.26,915.8
2419200,3824.8900000000003,2411.27,0.0,568.13,845.49
2422800,3318.0800000000004,2242.55,0.0,529.09,546.44
2426400,3298.83,2305.71,0.0,543.19,449.93
2430000,3228.81,2269.06,0.0,529.68,430.07
2433600,3288.74,2384.85,0.0,482.56,421.33
2437200,3199.35,2317.49,0.0,516.42,365.44
2440800,3722.9700000000003,2385.04,0.0,914.42,423.51
2444400,3829.5199999999995,2421.18,0.0,812.93,595.41
2448000,6333.89,4228.53,0.0,1376.22,729.14
2451600,10945.46,7159.22,76.12,1993.87,1716.25
2455200,10871.66,6947.53,65.54,1978.65,1879.94
2458800,10673.529999999999,6524.28,75.32,2140.54,1933.39
2462400,10785.34,6483.6,57.37,1981.61,2262.76
2466000,10878.119999999999,6749.97,48.05,1898.47,2181.63
2469600,11430.55,7380.02,58.32,1889.59,2102.62
2473200,11432.23,7356.11,42.09,1904.64,2129.39
2476800,11557.17,7366.54,39.82,1871.39,2279.42
2480400,10296.68,6482.32,54.92,1557.2,2202.24
2484000,7690.51,4724.85,0.0,1005.03,1960.63
2487600,6468.54,4066.87,0.0,802.13,1599.54
2491200,5452.35,3413.16,0.0,682.57,1356.62
2494800,4740.139999999999,2993.47,0.0,650.56,1096.11
2498400,4181.72,2407.54,0.0,715.0,1059.18
2502000,3801.25,2371.13,0.0,577.38,852.74
2505600,3575.38,2225.69,0.0,581.24,768.45
2509200,3351.5699999999997,2233.81,0.0,608.26,509.5
2512800,3243.01,2241.52,0.0,545.95,455.54
2516400,3376.07,2366.09,0.0,638.67,371.31
2520000,3167.37,2249.15,0.0,549.1,369.12
2523600,3322.3999999999996,2307.31,0.0,643.16,371.93
2527200,3136.8300000000004,2113.27,0.0,689.49,334.07
2530800,3583.46,2356.21,0.0,807.46,419.79
2534400,4984.79,3045.89,0.0,1312.44,626.46
2538000,6193.58,3816.2,0.0,1176.11,1201.27
2541600,7226.129999999999,3990.09,0.0,1440.31,1795.73
2545200,7415.24,4193.65,0.0,1563.75,1657.84
2548800,7473.0,4205.18,0.0,1527.37,1740.45
2552400,7284.21,4194.73,0.0,1492.72,1596.76
2556000,7305.499999999999,4289.94,0.0,1422.7,1592.86
2559600,7175.5,4183.46,0.0,1344.07,1647.97
2563200,7156.359999999999,4153.86,0.0,1266.27,1736.23
2566800,7173.879999999999,4136.36,0.0,1284.52,1753.0
2570400,6593.15,4092.31,0.0,955.59,1545.25
2574000,5820.02,3640.69,0.0,827.15,1352.18
2577600,5304.24,3343.5,0.0,695.96,1264.78
2581200,4332.62,2554.16,0.0,673.97,1104.49
2584800,3858.83,2391.58,0.0,563.48,903.77
2588400,3724.8700000000003,2361.55,0.0,582.5,780.82
2592000,3645.2799999999997,2370.98,0.0,563.58,710.72
2595600,3596.25,2352.1,0.0,689.92,554.23
2599200,3296.6000000000004,2279.59,0.0,566.36,450.65
2602800,3135.32,2199.76,0.0,534.77,400.79
2606400,3046.0,2120.11,0.0,576.11,349.78
2610000,3121.25,2201.54,0.0,572.95,346.76
2613600,3407.38,2039.96,0.0,946.67,420.75
2617200,3416.38,2287.65,0.0,720.45,408.28
2620800,5155.45,3867.83,0.0,837.76,449.86
2624400,5637.15,3873.7,0.0,830.3,933.15
2628000,6022.539999999999,4036.2,0.0,941.53,1044.81
2631600,6343.6,4080.3,0.0,958.4,1304.9
2635200,6579.75,4447.11,0.0,940.75,1191.89
2638800,6779.13,4464.02,0.0,883.2,1431.91
2642400,6558.530000000001,4361.06,0.0,879.0,1318.47
2646000,5856.68,3864.7,0.0,865.92,1126.06
2649600,6023.04,3983.11,0.0,885.98,1153.95
2653200,6118.68,4001.48,0.0,856.49,1260.71
2656800,5109.33,3235.28,0.0,697.79,1176.26
2660400,4458.65,2951.72,0.0,466.06,1040.87
2664000,4371.99,2874.68,0.0,508.11,989.2
2667600,3679.83,2375.59,0.0,508.27,795.97
2671200,3441.92,2112.89,0.0,505.02,824.01
2674800,3479.7000000000003,2220.13,0.0,498.32,761.25
