hour,day,user1_flow_kg_s,user1_T_sup_C,user1_T_ret_C,user1_delta_T_C,user1_Q_sup_kw,user1_demand_kw,user1_Q_unmet_kw,user3_flow_kg_s,user3_T_sup_C,user3_T_ret_C,user3_delta_T_C,user3_Q_sup_kw,user3_demand_kw,user3_Q_unmet_kw,user4_flow_kg_s,user4_T_sup_C,user4_T_ret_C,user4_delta_T_C,user4_Q_sup_kw,user4_demand_kw,user4_Q_unmet_kw,user6_flow_kg_s,user6_T_sup_C,user6_T_ret_C,user6_delta_T_C,user6_Q_sup_kw,user6_demand_kw,user6_Q_unmet_kw,total_Q_sup_kw,total_demand_kw,total_Q_unmet_kw
214,8.916666666666666,93.08333129393108,7.259165971546394,16.324987848401975,9.06582187685558,3532.4687084864754,3550.5,18.031291513524593,22.8130433050074,7.237654268258666,7.261873469923028,0.02421920166436209,2.3128223330542133,0.0,0.0,50.26427395074772,7.230473815485003,10.666081922676398,3.4356081071913946,722.8734209073461,759.43,36.556579092653806,65.61754976188996,7.234757042752638,11.237643643363635,4.002886600610997,1099.4931304186423,1178.41,78.91686958135779,5357.148082145518,5488.34,131.1919178544822
215,8.958333333333334,93.08003234675031,7.239259413163675,16.214049790565245,8.974790377401568,3496.8746373612603,3496.79,0.0,22.813357219107292,7.237991178183356,7.262014667637911,0.02402348945455479,2.294164285368038,0.0,0.0,50.26500395172286,7.238093164558979,10.380144124093563,3.1420509595345845,661.1167635150208,679.57,18.453236484979243,65.61810764822151,7.238141143627319,10.72495655243562,3.486815408808301,957.7493859437491,1011.6,53.85061405625095,5118.034951105398,5187.96,69.92504889460179
216,9.0,93.0754035339392,7.231004163709494,16.217803482131764,8.98679931842227,3501.3795871482967,3488.19,0.0,22.812885966142044,7.2205141661105525,7.244723578667953,0.02420941255740061,2.311871573561213,0.0,0.0,50.264110179645954,7.2111204334085794,10.375060271127197,3.163939837718617,665.7105498519427,636.08,0.0,65.61642014118416,7.217312443563228,10.290698390811999,3.073385947248771,844.1679468268942,895.14,50.97205317310579,5013.569955400695,5019.410000000001,5.8400445993056564
217,9.041666666666666,93.07333845957172,7.197677655396708,16.19990652708158,9.002228871684872,3507.313332667081,3508.77,1.4566673329190962,22.812829168103683,7.184811901044616,7.20896613271342,0.02415423166880437,2.3065963460879217,0.0,0.0,50.264251516139936,7.17990735608979,10.590221076318052,3.4103137202282623,717.5510035143293,689.23,0.0,65.61561596197981,7.18313219741747,9.761824580009977,2.5786923825925063,708.2816192063012,784.48,76.19838079369879,4935.4525517338,4982.48,47.027448266199826
218,9.083333333333334,93.07153465435633,7.179557929540131,16.215354004978916,9.035796075438785,3520.323056066662,3495.36,0.0,22.812765267866958,7.173466825314389,7.197573610943021,0.02410678562863211,2.3020590618301235,0.0,0.0,50.26419210833005,7.169845738431538,10.621582189553063,3.4517364511215254,726.2657427460796,739.82,13.554257253920468,65.61460953240216,7.172295358866912,9.29851452053446,2.1262191616675485,583.9932137461124,622.74,38.74678625388765,4832.884071620685,4857.92,25.03592837931501
219,9.125,93.07220626427892,7.165298109185151,16.147590585530956,8.982292476345805,3499.503443061874,3543.89,44.38655693812598,22.81295593672322,7.159336327982571,7.183392299620164,0.02405597163759321,2.2972258186368366,0.0,0.0,50.264479779252206,7.159345156783291,10.416190401895907,3.2568452451126157,685.2634034143507,706.27,21.006596585649277,65.61464450812129,7.1588116720734405,9.041033242603282,1.8822215705298415,516.9764386011981,535.24,18.263561398801926,4704.0405108960595,4785.4,81.35948910394018
220,9.166666666666666,93.06913394679609,7.1709487759144395,16.046261786205132,8.875313010290693,3457.7100728376004,3433.26,0.0,22.813197429535006,7.1729267558756105,7.196940966597102,0.024014210721491125,2.293262134251846,0.0,0.0,50.264976637710475,7.173206410904885,10.091599486925059,2.918393076020174,614.0567296634009,657.79,43.73327033659905,65.61525846241409,7.172657529867393,8.887376965392136,1.714719435524743,470.9742229750847,488.36,17.385777024915342,4545.034287610338,4579.41,34.37571238966211
221,9.208333333333334,93.0661613040481,7.165767699614239,16.081497070794438,8.915729371180198,3473.3448348570605,3481.09,7.745165142939641,22.812646943505,7.155055112116704,7.1792736285530045,0.02421851643630024,2.3127167143091243,0.0,0.0,50.26365636058671,7.145559473498261,9.89985692900394,2.7542974555056796,579.5142805857213,563.57,0.0,65.61360917466739,7.151651971683996,8.830213654804533,1.6785616831205372,461.03134819421405,442.89,0.0,4516.2031803513055,4487.55,0.0
222,9.25,93.06245891665822,7.135334393364348,15.910102843851547,8.7747684504872,3418.2939979939724,3454.26,35.96600200602779,22.812847297261545,7.124695056800417,7.148818696989497,0.024123640189079865,2.303676858649329,0.0,0.0,50.26446187927577,7.121572871722416,10.038280868340399,2.9167079966179834,613.6958886070046,589.15,0.0,65.614650792855,7.123530537829128,8.904907341335395,1.7813768035062676,489.2781691122395,468.63,0.0,4523.571732571866,4512.04,0.0
223,9.291666666666666,93.05005698622476,7.108832489757943,16.3973290709785,9.288496581220556,3617.939440128707,3361.4,0.0,22.810583634269214,7.085360149463201,7.109961105726485,0.02460095626328407,2.349024844987316,0.0,0.0,50.25978640701482,7.053788487721658,10.245660265913992,3.1918717781923345,671.529814890859,632.24,0.0,65.60860889572824,7.076651990111617,9.03053714371862,1.9538851536070032,536.610401238539,499.64,0.0,4828.4286811030925,4493.280000000001,0.0
224,9.333333333333334,93.04417960390506,6.942644019799459,17.930581580493346,10.987937560693886,4279.6141797672935,3940.32,0.0,22.804585472366405,6.851468696676794,6.877033936139451,0.025565239462657097,2.4404576258419817,0.0,0.0,50.24566573289344,6.775826209187912,10.298172681961017,3.522346472773105,740.849345550324,704.93,0.0,65.59165635174956,6.830722826818373,9.888410692906868,3.0576878660884956,839.5391859578348,563.67,0.0,5862.4431689012945,5208.92,0.0
