hour,day,user1_flow_kg_s,user1_T_sup_C,user1_T_ret_C,user1_delta_T_C,user1_Q_sup_kw,user1_demand_kw,user1_Q_unmet_kw,user3_flow_kg_s,user3_T_sup_C,user3_T_ret_C,user3_delta_T_C,user3_Q_sup_kw,user3_demand_kw,user3_Q_unmet_kw,user4_flow_kg_s,user4_T_sup_C,user4_T_ret_C,user4_delta_T_C,user4_Q_sup_kw,user4_demand_kw,user4_Q_unmet_kw,user6_flow_kg_s,user6_T_sup_C,user6_T_ret_C,user6_delta_T_C,user6_Q_sup_kw,user6_demand_kw,user6_Q_unmet_kw,total_Q_sup_kw,total_demand_kw,total_Q_unmet_kw
12,0.5,163.2442921607838,12.540997254617897,22.404066661749038,9.86306940713114,6739.835835404581,6766.27,26.434164595419134,31.812870795939464,12.790526159397933,13.928299590027683,1.1377734306297498,151.51578265543202,138.32,0.0,70.77682670274022,12.881563797501157,17.36553145965873,4.483967662157573,1328.4731550636016,1274.37,0.0,92.4087185050562,12.717098705241456,17.436995614265527,4.7198969090240706,1825.7641895755944,1791.89,0.0,10045.58896269921,9970.85,0.0
13,0.5416666666666666,168.21194427503744,13.994220467050067,23.96080699220793,9.966586525157865,7017.824383604664,6722.97,0.0,32.38213769479297,14.270809270996379,15.433134211488428,1.1623249404920486,157.5550384024759,153.74,0.0,72.0773500284031,14.36951376286974,18.496255844247873,4.126742081378133,1245.1032357323463,1353.93,108.82676426765374,94.10838863162176,14.189840409161652,18.822015764591335,4.632175355429682,1824.788574126288,1821.42,0.0,10245.271231865772,10052.06,0.0
14,0.5833333333333334,175.16659831370538,15.634785899793973,25.666656671702277,10.031870771908304,7355.842965429297,7361.0,5.1570345707032175,33.17586989864241,15.938160360850286,17.0096965800393,1.0715362191890137,148.80872599109819,149.73,0.9212740089018041,73.89333262872779,16.04236405598092,20.05272924249361,4.01036518651269,1240.4760950148839,1103.56,0.0,96.48099653834062,15.840444688988056,20.3598662265498,4.519421537561746,1825.2562975152555,1787.34,0.0,10570.384083950534,10401.63,0.0
15,0.625,176.86726278560886,17.46887331477386,27.402626736150992,9.933753421377133,7354.616881794266,7357.59,2.973118205733954,33.34281285728061,17.77844028738357,18.310443611386837,0.5320033240032664,74.2533077193033,135.49,61.236692280696715,74.26702343520624,17.86818853984544,22.270323151937458,4.402134612092016,1368.543356403299,1346.14,0.0,96.96945248784746,17.666639408046407,22.173520340030315,4.506880931983908,1829.406644020443,1819.62,0.0,10626.82018993731,10658.84,32.01981006268943
16,0.6666666666666666,159.72044485817887,19.065590804381348,28.981907304788837,9.91631650040749,6629.947888999057,7384.36,754.4121110009428,31.268774686795716,19.298225506554374,19.33809071052142,0.039865203967046625,5.218000033763047,0.0,0.0,69.49177849512672,19.3442108977368,24.019646645562208,4.675435747825407,1360.0495896605526,1355.8,0.0,90.733601389581,19.208218202156896,24.0698917402538,4.861673538096905,1846.5163852617386,1792.87,0.0,9841.73186395511,10533.029999999999,691.2981360448885
17,0.7083333333333334,122.28008393553664,19.74802841948405,29.710488185664072,9.962459766180022,5099.428803104398,5869.76,770.3311968956023,26.583359572580786,19.764545106967585,19.796967468695378,0.032422361727793,3.607893725809222,0.0,0.0,58.77444246599914,19.68276972644449,24.60141650403562,4.918646777591128,1210.1337624598661,1330.42,120.28623754013392,76.73714960718436,19.716733637447025,25.21383373754938,5.4971001001023545,1765.7878846073133,1853.58,87.79211539268658,8078.958343897387,9053.76,974.8016561026134
18,0.75,97.10369165201774,19.255290728484525,30.070049607036495,10.81475887855197,4395.94050586202,4302.35,0.0,23.241600417182404,18.953545069396185,18.982607901290788,0.02906283189460268,2.8275037145592137,0.0,0.0,51.17917609860655,18.72262317509596,23.05397483782611,4.33135166273015,927.9315897329201,1068.57,140.63841026707985,66.81733571098445,18.901823293115793,23.970746558233515,5.068923265117721,1417.7644922290988,1644.14,226.37550777090132,6744.464091538597,7015.06,270.59590846140327
19,0.7916666666666666,94.16971724512116,18.22785091794985,29.348009450092643,11.120158532142792,4383.504625124096,4461.92,78.41537487590449,22.84100077335998,17.87473886564168,17.90300333028679,0.028264464645108234,2.702434125810151,0.0,0.0,50.274651136283126,17.650425287553848,21.178775232583252,3.5283499450294045,742.5401509309005,773.33,30.789849069099546,65.63533112291138,17.830736171539748,21.963510011391577,4.132773839851829,1135.4775299139922,1173.07,37.59247008600778,6264.224740094798,6408.32,144.0952599052016
20,0.8333333333333334,94.06846272547148,17.14488372702261,27.84223853896318,10.69735481194057,4212.303661916898,4187.79,0.0,22.83953574112579,16.77145302316946,16.80022026463262,0.028767241463160786,2.750329420046117,0.0,0.0,50.27594457889502,16.523446960415395,19.6152065642691,3.0917596038537063,650.67658899446,699.1,48.42341100554006,65.6366581882474,16.721188233803673,20.552332335459997,3.8311441016563244,1052.6261937132276,1081.04,28.413806286772342,5918.3567740446315,5967.93,49.5732259553688
21,0.875,93.95193742544684,15.9265883323638,26.256232817872732,10.329644485508933,4062.4716102119037,4141.44,78.96838978809592,22.83688056396969,15.487185595465178,15.517028471120902,0.0298428756557243,2.85283513092924,0.0,0.0,50.27531354330039,15.193144690391847,18.110292995961153,2.917148305569306,613.9210443621708,590.08,0.0,65.6348074046841,15.42470159125778,18.818506791517226,3.3938052002594468,932.4388283801526,1008.62,76.18117161984742,5611.6843180851565,5740.139999999999,128.4556819148429
22,0.9166666666666666,93.815544524615,14.519914771018152,24.043948739401866,9.524033968383714,3740.201183762954,3849.77,109.56881623704612,22.834424799482075,14.019575208737049,14.050409868281157,0.03083465954410869,2.9473279172217586,0.0,0.0,50.27614772056563,13.683310454886087,16.609600298222965,2.9262898433368782,615.855121708427,626.11,10.25487829157305,65.63447064464829,13.947923596409817,16.969022724232126,3.0210991278223087,830.034581094154,840.6,10.565418905846059,5189.038214482756,5316.4800000000005,127.44178551724417
