hour,day,user3_flow_kg_s,user3_T_sup_C,user3_T_ret_C,user3_delta_T_C,user3_Q_sup_kw,user3_demand_kw,user3_Q_unmet_kw,user4_flow_kg_s,user4_T_sup_C,user4_T_ret_C,user4_delta_T_C,user4_Q_sup_kw,user4_demand_kw,user4_Q_unmet_kw,user6_flow_kg_s,user6_T_sup_C,user6_T_ret_C,user6_delta_T_C,user6_Q_sup_kw,user6_demand_kw,user6_Q_unmet_kw,total_Q_sup_kw,total_demand_kw,total_Q_unmet_kw
0,0.0,22.680087614655644,6.376298512881733,6.397788320845789,0.021489807964056418,2.0402175850928246,0.0,0.0,49.98253846541134,6.093892594417265,8.593270608246675,2.4993780138294097,522.9371287984721,531.98,9.042871201527873,65.24624384296027,6.291347498392993,7.8826345079497475,1.5912870095567548,434.61354404513986,577.91,143.2964559548601,959.5908904287048,1109.8899999999999,150.29910957129505
1,0.041666666666666664,22.809386972310012,5.944435134474308,5.966994615717847,0.02255948124353946,2.1539813867034376,0.0,0.0,50.26529934887115,6.0532411491223765,8.470586008840913,2.4173448597185363,508.6348447314252,510.97,2.3351552685748516,65.61429720642302,5.988054181249995,7.120560307077313,1.1325061258273186,311.0557725087454,281.18,0.0,821.844598626874,792.1500000000001,0.0
2,0.08333333333333333,22.812302467900736,6.366364729377561,6.388802334977051,0.022437605599489707,2.14261852324402,0.0,0.0,50.269623244432374,6.444720248796359,8.896750839893363,2.452030591097004,515.9774696367549,499.66,0.0,65.619236235243,6.388195680846665,7.014518360791566,0.6263226799449013,172.03964333561171,329.63,157.59035666438828,690.1597314956106,829.29,139.1302685043894
3,0.125,22.81253979145368,6.642579880047105,6.665841066695353,0.023261186648247723,2.2212872787961113,0.0,0.0,50.268657671828414,6.675446723475425,9.29102641270483,2.6155796892294054,550.3823125271358,525.78,0.0,65.61684707734426,6.647152651671147,6.675231580999111,0.028078929327963742,7.712499098230606,0.64,0.0,560.3160989041626,526.42,0.0
4,0.16666666666666666,22.81290396928893,6.769002689367187,6.792601745782724,0.023599056415537056,2.2535875505397813,0.0,0.0,50.26836006357209,6.789558253118939,9.293957116303798,2.504398863184859,526.9840116158206,568.67,41.68598838417938,65.61668241743558,6.771205090479101,6.799401082791543,0.028195992312442186,7.744633602019752,0.82,0.0,536.9822327683802,569.49,32.50776723161982
5,0.20833333333333334,22.812854496632593,6.856961507447698,6.880818794488542,0.023857287040844,2.278242295926864,0.0,0.0,50.26820548828595,6.863828238924778,10.06355586898667,3.1997276300618926,673.2953533366863,478.15,0.0,65.61579364044904,6.856818184010443,6.884695083697877,0.027876899687433898,7.6568842597887095,0.66,0.0,683.2304798924018,478.81,0.0
6,0.25,22.811777407435212,6.859510384265665,6.88379894885189,0.024288564586225192,2.3193174667213285,0.0,0.0,50.26620320444114,6.845700759409887,10.656747737774534,3.8110469783646472,801.8988836461187,864.18,62.2811163538812,65.61460378499804,6.854297641133709,7.951012019526561,1.0967143783928526,301.22656678329145,0.59,0.0,1105.4447678961315,864.77,0.0
7,0.2916666666666667,22.80643296350686,6.726505857124366,6.7517822890682595,0.02527643194389384,2.413083539367654,0.0,0.0,50.2540976321094,6.661887334225347,10.784668631394554,4.122781297169207,867.2833329063262,733.18,0.0,65.6011047320631,6.708441208390715,9.222144311976843,2.5137031035861277,690.2785185595044,592.19,0.0,1559.9749350051984,1325.37,0.0
8,0.3333333333333333,26.517726307100066,6.451414343492181,6.484449886650457,0.033035543158275615,3.667051080999403,0.0,0.0,58.70077531567311,6.444294639390902,11.075930948653848,4.631636309262946,1138.0923688099467,996.86,0.0,76.63192298730522,6.448648874595816,9.749788367776956,3.3011394931811404,1058.943585785832,779.95,0.0,2200.703005676778,1776.81,0.0
9,0.375,32.66246149609281,7.419034622286372,8.018860062328528,0.5998254400421565,82.01117157220968,0.0,0.0,72.77486585147106,7.5985856087929635,11.9184764244278,4.319890815634836,1315.9924806790623,1266.81,0.0,95.01258689434866,7.37805817098059,11.146105346475974,3.7680471754953837,1498.6378539362202,1336.46,0.0,2896.6415061874923,2603.27,0.0
10,0.4166666666666667,34.42334393399772,9.681499660946347,10.847423693338788,1.1659240323924411,168.00512660987428,158.0,0.0,76.81117972326885,9.769821779899255,14.141004466988987,4.371182687089732,1405.4733559356825,1334.0,0.0,100.28580790239693,9.546151249622854,13.649194026681931,4.103042777059077,1722.4425535363716,1627.98,0.0,3295.9210360819284,3119.98,0.0
11,0.4583333333333333,32.6248525799002,11.427514190041059,12.579984836039003,1.1524706459979441,157.39018811005334,164.47,7.0798118899466544,72.65427350473854,11.501729585390255,16.014427444822473,4.512697859432219,1372.4503600151054,1439.44,66.98963998489467,94.85946186595206,11.324885578046272,15.860837917920517,4.535952339874244,1801.1436996701816,1767.87,0.0,3330.9842477953403,3371.7799999999997,40.79575220465949
12,0.5,31.812870795939464,12.790526159397933,13.928299590027683,1.1377734306297498,151.51578265543202,138.32,0.0,70.77682670274022,12.881563797501157,17.36553145965873,4.483967662157573,1328.4731550636016,1274.37,0.0,92.4087185050562,12.717098705241456,17.436995614265527,4.7198969090240706,1825.7641895755944,1791.89,0.0,3305.753127294628,3204.58,0.0
13,0.5416666666666666,32.38213769479297,14.270809270996379,15.433134211488428,1.1623249404920486,157.5550384024759,153.74,0.0,72.0773500284031,14.36951376286974,18.496255844247873,4.126742081378133,1245.1032357323463,1353.93,108.82676426765374,94.10838863162176,14.189840409161652,18.822015764591335,4.632175355429682,1824.788574126288,1821.42,0.0,3227.44684826111,3329.09,101.64315173889008
14,0.5833333333333334,33.17586989864241,15.938160360850286,17.0096965800393,1.0715362191890137,148.80872599109819,149.73,0.9212740089018041,73.89333262872779,16.04236405598092,20.05272924249361,4.01036518651269,1240.4760950148839,1103.56,0.0,96.48099653834062,15.840444688988056,20.3598662265498,4.519421537561746,1825.2562975152555,1787.34,0.0,3214.5411185212374,3040.63,0.0
15,0.625,33.34281285728061,17.77844028738357,18.310443611386837,0.5320033240032664,74.2533077193033,135.49,61.236692280696715,74.26702343520624,17.86818853984544,22.270323151937458,4.402134612092016,1368.543356403299,1346.14,0.0,96.96945248784746,17.666639408046407,22.173520340030315,4.506880931983908,1829.406644020443,1819.62,0.0,3272.2033081430454,3301.25,29.046691856954567
16,0.6666666666666666,31.268774686795716,19.298225506554374,19.33809071052142,0.039865203967046625,5.218000033763047,0.0,0.0,69.49177849512672,19.3442108977368,24.019646645562208,4.675435747825407,1360.0495896605526,1355.8,0.0,90.733601389581,19.208218202156896,24.0698917402538,4.861673538096905,1846.5163852617386,1792.87,0.0,3211.7839749560544,3148.67,0.0
17,0.7083333333333334,26.583359572580786,19.764545106967585,19.796967468695378,0.032422361727793,3.607893725809222,0.0,0.0,58.77444246599914,19.68276972644449,24.60141650403562,4.918646777591128,1210.1337624598661,1330.42,120.28623754013392,76.73714960718436,19.716733637447025,25.21383373754938,5.4971001001023545,1765.7878846073133,1853.58,87.79211539268658,2979.529540792989,3184.0,204.47045920701112
18,0.75,23.241600417182404,18.953545069396185,18.982607901290788,0.02906283189460268,2.8275037145592137,0.0,0.0,51.17917609860655,18.72262317509596,23.05397483782611,4.33135166273015,927.9315897329201,1068.57,140.63841026707985,66.81733571098445,18.901823293115793,23.970746558233515,5.068923265117721,1417.7644922290988,1644.14,226.37550777090132,2348.523585676578,2712.71,364.186414323422
19,0.7916666666666666,22.84100077335998,17.87473886564168,17.90300333028679,0.028264464645108234,2.702434125810151,0.0,0.0,50.274651136283126,17.650425287553848,21.178775232583252,3.5283499450294045,742.5401509309005,773.33,30.789849069099546,65.63533112291138,17.830736171539748,21.963510011391577,4.132773839851829,1135.4775299139922,1173.07,37.59247008600778,1880.7201149707028,1946.4,65.67988502929734
20,0.8333333333333334,22.83953574112579,16.77145302316946,16.80022026463262,0.028767241463160786,2.750329420046117,0.0,0.0,50.27594457889502,16.523446960415395,19.6152065642691,3.0917596038537063,650.67658899446,699.1,48.42341100554006,65.6366581882474,16.721188233803673,20.552332335459997,3.8311441016563244,1052.6261937132276,1081.04,28.413806286772342,1706.0531121277336,1780.1399999999999,74.08688787226629
21,0.875,22.83688056396969,15.487185595465178,15.517028471120902,0.0298428756557243,2.85283513092924,0.0,0.0,50.27531354330039,15.193144690391847,18.110292995961153,2.917148305569306,613.9210443621708,590.08,0.0,65.6348074046841,15.42470159125778,18.818506791517226,3.3938052002594468,932.4388283801526,1008.62,76.18117161984742,1549.2127078732528,1598.7,49.48729212674721
22,0.9166666666666666,22.834424799482075,14.019575208737049,14.050409868281157,0.03083465954410869,2.9473279172217586,0.0,0.0,50.27614772056563,13.683310454886087,16.609600298222965,2.9262898433368782,615.855121708427,626.11,10.25487829157305,65.63447064464829,13.947923596409817,16.969022724232126,3.0210991278223087,830.034581094154,840.6,10.565418905846059,1448.8370307198027,1466.71,17.872969280197367
23,0.9583333333333334,22.83062808411905,12.319080748587012,12.351226660992891,0.03214591240587872,3.0721529971779136,0.0,0.0,50.27494228545303,11.927003665200687,14.779203284634592,2.8521996194339057,600.2480008676981,593.38,0.0,65.63166183026927,12.233623766080436,15.061485696651696,2.8278619305712596,776.9102054147509,804.07,27.159794585249188,1380.230359279627,1397.45,17.219640720373036
24,1.0,22.82730854956657,10.596422864091846,10.62690565949717,0.030482795405324836,2.912786977450384,0.0,0.0,50.27502913327208,10.311547771763404,13.232597050842863,2.921049279079458,614.7385362163851,594.79,0.0,65.63045430588159,10.541202906337281,12.668630404944674,2.1274274986073927,584.4662031276895,733.93,149.46379687231047,1202.117526321525,1328.7199999999998,126.60247367847478
25,1.0416666666666667,22.822255743004757,9.484738161659601,9.512687793960371,0.027949632300769522,2.6701391252345803,0.0,0.0,50.2696460674739,9.309646497505815,11.962404880459301,2.652758382953486,558.2165999069134,623.03,64.81340009308656,65.62314214587519,9.457249912488617,10.890673969911658,1.433424057423041,393.75939976801715,418.61,24.850600231982867,954.6461388001651,1041.6399999999999,86.99386119983478
26,1.0833333333333333,22.819230052061457,8.729859752567524,8.756609208490701,0.026749455923177123,2.5551427237708197,0.0,0.0,50.267643700786756,8.608700813263425,11.0137655470592,2.4050647337957756,506.07457876662824,482.35,0.0,65.62021884638953,8.709306839377652,10.049093191473549,1.3397863520958975,368.0208702232954,355.02,0.0,876.6505917136944,837.37,0.0
27,1.125,22.818009810220595,8.241076731328093,8.266841633883757,0.02576490255566455,2.4609653037631882,0.0,0.0,50.26887714624279,8.163267884013163,10.732599535316727,2.569331651303564,540.6529480950117,520.96,0.0,65.62104806490005,8.228327246185577,9.503486428825175,1.275159182639598,350.2731025122437,369.12,18.84689748775628,893.3870159110186,890.08,0.0
28,1.1666666666666667,22.816187936589348,7.893677459237666,7.91911082335091,0.02543336411324404,2.429104051146884,0.0,0.0,50.26771408450251,7.8287696891485545,10.778777364772855,2.9500076756243008,620.7425360251596,552.34,0.0,65.61851886873163,7.880989661378048,9.00541903130651,1.1244293699284613,308.85726981668745,319.5,10.642730183312551,932.0289098929939,871.84,0.0
29,1.2083333333333333,22.81450476599615,7.611848709310117,7.637013882338929,0.02516517302881205,2.40331219857235,0.0,0.0,50.26593874823018,7.55982161466536,10.87636170872649,3.3165400940611303,697.8438791241928,682.19,0.0,65.61553810913779,7.60118663937904,8.704124059597214,1.1029374202181748,302.94011812634653,286.08,0.0,1003.1873094491117,968.27,0.0
30,1.25,22.81260454024915,7.381426656022591,7.406455807817581,0.02502915179498988,2.390122873897002,0.0,0.0,50.26285843396821,7.335453053869128,10.988464658730507,3.653011604861379,768.5948303695811,706.52,0.0,65.6114919087128,7.371498119713273,8.741227980367277,1.3697298606540045,376.1959023362026,307.87,0.0,1147.1808555796806,1014.39,0.0
31,1.2916666666666667,22.80810954874188,7.147351666100135,7.172756702541746,0.025405036441611628,2.425539415890741,0.0,0.0,50.253260164128264,7.079323347765373,10.986344332388896,3.9070209846235224,821.8815088412787,824.51,2.6284911587213173,65.59924952205274,7.131099896050467,8.90070436253805,1.7696044664875838,485.93065865098936,433.56,0.0,1310.2377069081588,1258.07,0.0
32,1.3333333333333333,23.564747221320566,6.804383929305673,6.8314302608144475,0.027046331508774557,2.667905094613146,0.0,0.0,51.96823962233471,6.746884423249156,10.588427801301364,3.841543378052208,835.6857010638201,812.77,0.0,67.84036364970119,6.791390882848343,9.61128594985537,2.8198950670070273,800.7931306637755,527.97,0.0,1639.1467368222088,1340.74,0.0
33,1.375,24.95362482950576,6.696947376108811,6.725334716174908,0.028387340066096556,2.965224403976439,0.0,0.0,55.12328407480637,6.723938418799342,10.63470846171507,3.9107700429157273,902.3948068805462,851.59,0.0,71.96218248301972,6.706451602381694,10.81786194404768,4.1114103416659855,1238.495332474303,1070.93,0.0,2143.8553637588257,1922.52,0.0
34,1.4166666666666667,26.81430476126836,6.9420786480025045,6.973801036711102,0.031722388708597116,3.5606693608882853,0.0,0.0,59.36469219403621,7.001594058916641,11.203830867476524,4.202236808559883,1044.2583746744149,945.38,0.0,77.50121631005791,6.947160566026545,11.407882434161694,4.460721868135149,1447.1477965000417,1398.23,0.0,2494.966840535345,2343.61,0.0
35,1.4583333333333333,28.39600733100378,7.5431148108148065,7.577682957549664,0.03456814673485731,4.108966499155904,0.0,0.0,62.976570297908346,7.622940084036381,12.14468562762623,4.521745543589848,1192.0222132342553,1133.02,0.0,82.21776485878819,7.532039078670514,11.887328795221055,4.3552897165505415,1498.9320297891513,1479.5,0.0,2695.063209522563,2612.52,0.0
36,1.5,27.989013344987793,8.142398705301938,8.1769973485088,0.03459864320686279,4.053646576618391,0.0,0.0,62.041844323410686,8.171535257365775,12.608134743416064,4.436599486050289,1152.2166540782507,1235.45,83.23334592174933,80.99797233748512,8.119218353602392,12.80682016929665,4.687601815694258,1589.3666098355893,1497.12,0.0,2745.6369104904584,2732.5699999999997,0.0
37,1.5416666666666667,26.70836247354463,8.306214571651765,8.338885799599069,0.03267122794730426,3.652682663605481,0.0,0.0,59.11427332716365,8.30177996041745,12.52358641452602,4.22180645410857,1044.6959204934662,1052.96,8.26407950653379,77.17562217470838,8.295023907665781,13.293099931457396,4.998076023791615,1614.6642178375873,1658.12,43.45578216241256,2663.012820994659,2711.08,48.06717900534113
38,1.5833333333333333,26.063208762240684,8.286448741157203,8.317908891142075,0.03146014998487168,3.4323209839434177,0.0,0.0,57.64242758976972,8.275371562875183,12.672262779763914,4.396891216888731,1060.9311663060787,1021.9,0.0,75.25326919412117,8.282465080478556,13.177452160617145,4.8949870801385895,1541.970784936133,1552.35,10.379215063866923,2606.334272226155,2574.25,0.0
39,1.625,25.59952236562785,8.205957714937512,8.236713108681416,0.030755393743904236,3.2957357105850718,0.0,0.0,56.58635509294098,8.178523853102188,12.630941857975841,4.452418004873653,1054.6464007456905,1086.8,32.15359925430948,73.87401694883373,8.201173541656638,13.046858511175564,4.845684969518926,1498.4633139912528,1514.18,15.716686008747274,2556.4054504475284,2600.98,44.57454955247158
40,1.6666666666666667,25.1636257960358,7.981982590086984,8.012233399720431,0.030250809633447062,3.186467144550338,0.0,0.0,55.594911299113065,7.938100973211782,12.379886728994801,4.44178575578302,1033.6937078387336,1010.05,0.0,72.57929066467332,7.976700408728967,12.879189235942691,4.902488827213724,1489.4590103347757,1466.55,0.0,2526.3391853180597,2476.6,0.0
41,1.7083333333333333,23.932294533885564,7.703289900590726,7.731053123109128,0.02776322251840213,2.781335871125574,0.0,0.0,52.79796728570418,7.647259480576943,11.94915825257291,4.301898771995968,950.7725034982437,1046.15,95.37749650175635,68.92686021134573,7.695527040386299,12.613479289839047,4.917952249452748,1418.9661242400944,1497.65,78.68387575990573,2372.5199636094635,2543.8,171.28003639053668
42,1.75,22.8109432029244,7.468205807354928,7.492795795896745,0.024589988541817043,2.3480146027015603,0.0,0.0,50.25382942064717,7.4489108973105145,11.14872069519012,3.699809797879605,778.3013494336185,847.67,69.36865056638146,65.60436621459725,7.467064372451233,11.918049505379074,4.4509851329278405,1222.3289896191,1328.99,106.66101038090005,2002.97835365542,2176.66,173.6816463445798
43,1.7916666666666667,22.814628164685526,7.4684788165843825,7.491992721897394,0.023513905313011563,2.2456257728573017,0.0,0.0,50.262590597311714,7.4985582488820475,10.743183872731196,3.2446256238491484,682.6666493156997,701.47,18.803350684300312,65.61527633661737,7.478615064731515,11.205818856759219,3.727203792027704,1023.7344673676259,1105.92,82.18553263237413,1708.646742456183,1807.39,98.74325754381721
44,1.8333333333333333,22.81583137047263,7.594181367576659,7.618032965227824,0.023851597651165513,2.2779962092675294,0.0,0.0,50.26720710807267,7.594636735950844,10.694152819603882,3.0995160836530387,652.1956147927511,657.0,4.804385207248856,65.62106360822371,7.593892313637852,10.981669333874116,3.387777020236264,930.5876981699947,932.17,1.5823018300052354,1585.0613091720134,1589.17,4.10869082798672
45,1.875,22.814238466298985,7.503190163770554,7.527818572006275,0.024628408235721544,2.352022892547984,0.0,0.0,50.264930039727936,7.47243668470182,10.31059249654215,2.8381558118403296,597.1735181142699,640.33,43.15648188573016,65.61794906602637,7.492770522712947,10.629749747048189,3.136979224335242,861.6552104456832,919.91,58.254789554316744,1461.1807514525012,1560.24,99.05924854749878
46,1.9166666666666667,22.81361417055878,7.400003698344034,7.4244703540281805,0.02446665568414641,2.3365115200529964,0.0,0.0,50.26417181839483,7.3787722232153055,10.043701396394136,2.6649291731788303,560.7166165371339,546.74,0.0,65.61650511054832,7.39491472899859,10.097391736426552,2.7024770074279614,742.2912254007854,793.98,51.68877459921464,1305.3443534579724,1340.72,35.37564654202765
47,1.9583333333333333,22.81440832030637,7.321641635906429,7.345779872210845,0.024138236304415805,2.3052284384516044,0.0,0.0,50.26643892436693,7.320201339716074,9.964104020340642,2.643902680624568,556.3176109772102,568.12,11.80238902278984,65.61890321421414,7.32158028569422,9.720469267949095,2.398888982254875,658.9285740872796,681.41,22.481425912720397,1217.5514135029414,1249.53,31.978586497058586
48,2.0,22.815322886578414,7.350009505085757,7.373963437577855,0.02395393249209743,2.287718923825173,0.0,0.0,50.26935450255005,7.3518452042576605,9.90127213811524,2.54942693385758,536.4695818806008,537.82,1.3504181193992508,65.62199980306006,7.35096625619043,9.313890293064102,1.9629240368736713,539.2028491861569,627.15,87.94715081384311,1077.960149990583,1164.97,87.00985000941705
49,2.0416666666666665,22.814087729738134,7.306577053498285,7.330993704197042,0.024416650698757536,2.331784556097361,0.0,0.0,50.2669516156181,7.286395315732971,9.804916293240195,2.518520977507224,529.9407856912844,528.34,0.0,65.6179057188571,7.300019990297735,8.762094263510877,1.4620742732131413,401.59752209200764,440.56,38.962477907992366,933.8700923393894,968.9000000000001,35.02990766061066
50,2.0833333333333335,22.812933487231632,7.2190863072320965,7.243580640700024,0.02449433346792773,2.3390848945121587,0.0,0.0,50.264504584099384,7.1965377513299895,9.737769078965655,2.541231327635666,534.6934093401987,524.68,0.0,65.61430259085083,7.213051122152132,8.508837123984517,1.2957860018323846,355.90248890487817,351.17,0.0,892.9349831395891,875.8499999999999,0.0
51,2.125,22.8129503100934,7.1319120132544835,7.156155511363192,0.024243498108708295,2.315133094278828,0.0,0.0,50.26453919980886,7.125562436277996,9.703829139869553,2.5782667035915567,542.4862932899437,537.94,0.0,65.61426184199162,7.13042249668856,8.440116048970765,1.309693552282205,359.7221337638826,349.13,0.0,904.5235601481052,887.07,0.0
52,2.1666666666666665,22.813715377533047,7.1441628900603344,7.168091715828641,0.023928825768306794,2.2851600897807107,0.0,0.0,50.26648711129116,7.149758806205856,9.673025263016289,2.5232664568104326,530.9344111127681,540.36,9.425588887231925,65.61647818629567,7.146169351264127,8.244083026507067,1.09791367524294,301.5645834303509,358.94,57.375416569649076,834.7841546328997,899.3,64.51584536710027
